"input","generated_text","prediction_probability","input_token_count","generated_token_count"
"I was driving my 2018 AGCO GT55A down Lyons Causeway, Port Danielle when I was rammed by a blue Burch 220-2124. The accident happened at approximately 01 PM.My 2018 AGCO GT55A was parked roadside at Lyons Causeway, Port Danielle when it was struck by a blue Burch 220-2124. The accident occurred at around 01 PM. I'm clueless when it comes to cars. Can this kind of damage to the engine be reasonably fixed, or am I looking at the car being scrapped? I am also providing witness statements and photographs of the damaged vehicle.. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.","I was driving my 2018 AGCO GT55A down Lyons Causeway, Port Danielle when I was rammed by a blue Burch 220-2124. The accident happened at approximately 01 PM.",-2.176734,365,45
"On 20 October, 2023 at 07 AM, my vehicle, a 2006 Krause 7400-24W, was involved in an accident in Gentry Stream, Katherineburgh. The other car was a purple Caterpillar 973. The impact caused damage to the side mirrors of my car. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.","On 20 October, 2023 at 07 AM, my vehicle, a 2006 Krause 7400-24W, was involved in an accident in Gentry Stream, Katherineburgh. The other car was a purple Caterpillar 973. The impact caused damage to the side mirrors of my car. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.",-4.088855,293,87
"On 26 May, 2023 at 07 AM, my vehicle, a 2015 Caterpillar CB534, was involved in an accident in Eric Crescent, Port Angela. The other car was a fuchsia John Deere 450. My vehicle sustained damage to the hood and trunk, hood and trunk. ","On 26 May, 2023 at 07 AM, my vehicle, a 2015 Caterpillar CB534, was involved in an accident in Eric Crescent, Port Angela. The other car was a fuchsia John Deere 450. My vehicle sustained damage to the hood and trunk, hood and trunk.",-2.8648398,278,72
"I was driving my 2010 Kubota M8540 down Melissa Ramp, Davidberg when I was rammed by a silver Dressta TD15M. The accident happened at approximately 02 PM.My 2010 Kubota M8540 was parked roadside at Melissa Ramp, Davidberg when it was struck by a silver Dressta TD15M. The accident occurred at around 02 PM. My vehicle sustained damage to the hood and trunk. ","I was driving my 2010 Kubota M8540 down Melissa Ramp, Davidberg when I was rammed by a silver Dressta TD15M. The accident happened at approximately 02 PM.",-2.6104486,306,45
"On 07 February, 2023 at 06 AM, my vehicle, a 2014 Caterpillar 986H Block Handler Arrangement, was involved in an accident in Hunt Fords, Watkinsbury. The other car was a white Challenger MT225. I'm clueless when it comes to cars. Can this kind of damage to the doors, wheels and tires be reasonably fixed, or am I looking at the car being scrapped? I am also providing witness statements and photographs of the damaged vehicle.","On 07 February, 2023 at 06 AM, my vehicle, a 2014 Caterpillar 986H Block Handler Arrangement, was involved in an accident in Hunt Fords, Watkinsbury. The other car was a white Challenger MT225. I'm clueless when it comes to cars. Can this kind of damage to the doors, wheels and tires be reasonably fixed, or am I looking at the car being scrapped? I am also providing witness statements and photographs of the damaged vehicle.",-4.9539866,314,108
"I was driving my 2018 New Holland T5040 down Janet Locks, Elizabethbury when I was rammed by a teal Challenger MT765B. The accident happened at approximately 04 AM.My 2018 New Holland T5040 was parked roadside at Janet Locks, Elizabethbury when it was struck by a teal Challenger MT765B. The accident occurred at around 04 AM. The impact caused damage to the front bumper, rear bumper of my car. I am filing a claim with my insurance company to replace my car.. My driver immediately contacted emergency services and received medical attention at the scene.","I was driving my 2018 New Holland T5040 down Janet Locks, Elizabethbury when I was rammed by a teal Challenger MT765B. The accident happened at approximately 04 AM.",-2.9985228,343,46
"On 05 November, 2023 at 11 AM, my vehicle, a 2001 Hitachi ZX470LC-6, was involved in an accident in Bass Trafficway, West Adamville. The other car was a purple Caterpillar 930M. My vehicle sustained damage to the hood and trunk, rear bumper. I am filing a claim with my insurance company to replace my car.","My vehicle was involved in an accident in Bass Trafficway, West Adamville.",-6.0973115,289,17
"On 14 June, 2023 at 03 AM, my vehicle, a 2017 New Holland WORKMASTER™ 60 2WD, was involved in an accident in Gary Alley, Lake Matthewshire. The other car was a lime Bobcat S130. I'm clueless when it comes to cars. Can this kind of damage to the front bumper be reasonably fixed, or am I looking at the car being scrapped? I am also providing witness statements and photographs of the damaged vehicle.. I am also providing witness statements and photographs of the damaged vehicle.","On 14 June, 2023 at 03 AM, my vehicle, a 2017 New Holland WORKMASTERTM 60 2WD, was involved in an accident in Gary Alley, Lake Matthewshire. The other car was a lime Bobcat S130. I'm clueless when it comes to cars. Can this kind of damage to the front bumper be reasonably fixed, or am I looking at the car being scrapped?",-4.4932237,322,89
"On 28 March, 2023 at 04 AM, my vehicle, a 2011 Caterpillar PM102 - Wheel, was involved in an accident in Sherry Mill, New Stephanie. The other car was a purple Terex TXC140LC-1. This has caused extensive damage to windshield and windows. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.","On 28 March, 2023 at 04 AM, my vehicle, a 2011 Caterpillar PM102 - Wheel, was involved in an accident in Sherry Mill, New Stephanie. The other car was a purple Terex TXC140LC-1. This has caused extensive damage to windshield and windows. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.",-3.2411575,294,88
"I was driving my 2013 Bomag BW 213 PDH-5 down Paul Harbor, Rogersborough when I was rammed by a teal Kubota L5240HSTC. The accident happened at approximately 03 PM.My 2013 Bomag BW 213 PDH-5 was parked roadside at Paul Harbor, Rogersborough when it was struck by a teal Kubota L5240HSTC. The accident occurred at around 03 PM. This has caused extensive damage to fenders, front bumper. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.. I am also providing witness statements and photographs of the damaged vehicle.","I was driving my 2013 Bomag BW 213 PDH-5 down Paul Harbor, Rogersborough when I was rammed by a teal Kubota L5240HSTC. The accident happened at approximately 03 PM.",-2.1044316,353,50
