input,generated_text,prediction_probability,input_token_count,generated_token_count
"On 23 January, 2023 at 09 PM, my vehicle, a 2012 Kubota KX080-3, was involved in an accident in Holloway Loop, West Kevinhaven. The other car was a teal Komatsu PC8000-6. This has caused extensive damage to doors. My driver immediately contacted emergency services and received medical attention at the scene."," A 2012 Kubota KX080-3 was involved in an accident with a teal Komatsu PC8000-6. The accident happened in Holloway Loop, West Kevinhaven. The doors were damaged.",-5.811178,285,14
"On 10 May, 2023 at 03 AM, my vehicle, a 2019 Ezee-On 4490, was involved in an accident in Danielle Manors, North Theresa. The other car was a teal Caterpillar D5K. This has caused extensive damage to exhaust system. "," A 2019 Ezee-On 4490 was involved in an accident with a teal Caterpillar D5K. The accident happened in Danielle Manors, North Theresa. The car's exhaust system was damaged.",-6.1341586,272,20
"On 20 October, 2023 at 07 AM, my vehicle, a 2006 Krause 7400-24W, was involved in an accident in Gentry Stream, Katherineburgh. The other car was a purple Caterpillar 973. The impact caused damage to the side mirrors of my car. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation."," A 2006 Krause 7400-24W was involved in a car accident. The accident happened in Gentry Stream, Katherineburgh. The accident damaged the side mirrors of the car.",-4.0886536,293,87
"On 26 May, 2023 at 07 AM, my vehicle, a 2015 Caterpillar CB534, was involved in an accident in Eric Crescent, Port Angela. The other car was a fuchsia John Deere 450. My vehicle sustained damage to the hood and trunk, hood and trunk. "," A 2015 Caterpillar CB534 was involved in an accident with a fuchsia John Deere 450. The accident happened in Eric Crescent, Port Angela. Damage to the hood and trunk.",-2.8656244,278,72
"I was driving my 2010 Kubota M8540 down Melissa Ramp, Davidberg when I was rammed by a silver Dressta TD15M. The accident happened at approximately 02 PM.My 2010 Kubota M8540 was parked roadside at Melissa Ramp, Davidberg when it was struck by a silver Dressta TD15M. The accident occurred at around 02 PM. My vehicle sustained damage to the hood and trunk. "," A 2010 Kubota M8540 was hit by a silver Dressta TD15M. The accident happened at approximately 02 PM. The car was parked roadside at Melissa Ramp, Davidberg when it was struck.",-2.6104486,306,45
"On 28 March, 2023 at 04 AM, my vehicle, a 2011 Caterpillar PM102 - Wheel, was involved in an accident in Sherry Mill, New Stephanie. The other car was a purple Terex TXC140LC-1. This has caused extensive damage to windshield and windows. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation."," A 2011 Caterpillar PM102 - Wheel was involved in an accident with a purple Terex TXC140LC-1. The accident happened in Sherry Mill, New Stephanie. Extensive damage to windshield and windows.",-3.2411575,294,88
"On 07 February, 2023 at 06 AM, my vehicle, a 2014 Caterpillar 986H Block Handler Arrangement, was involved in an accident in Hunt Fords, Watkinsbury. The other car was a white Challenger MT225. I'm clueless when it comes to cars. Can this kind of damage to the doors, wheels and tires be reasonably fixed, or am I looking at the car being scrapped? I am also providing witness statements and photographs of the damaged vehicle."," A 2014 Caterpillar 986H Block Handler Arrangement was involved in an accident. The accident happened in Hunt Fords, Watkinsbury. The vehicle sustained damage to the doors, wheels, and tires.",-4.9539866,314,108
"I was driving my 2013 Bomag BW 213 PDH-5 down Paul Harbor, Rogersborough when I was rammed by a teal Kubota L5240HSTC. The accident happened at approximately 03 PM.My 2013 Bomag BW 213 PDH-5 was parked roadside at Paul Harbor, Rogersborough when it was struck by a teal Kubota L5240HSTC. The accident occurred at around 03 PM. This has caused extensive damage to fenders, front bumper. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.. I am also providing witness statements and photographs of the damaged vehicle."," A 2013 Bomag BW 213 PDH-5 was hit by a teal Kubota L5240HSTC. The accident happened at approximately 03 PM. The accident occurred at Paul Harbor, Rogersborough.",-2.1044316,353,50
"I was driving my 2018 New Holland T5040 down Janet Locks, Elizabethbury when I was rammed by a teal Challenger MT765B. The accident happened at approximately 04 AM.My 2018 New Holland T5040 was parked roadside at Janet Locks, Elizabethbury when it was struck by a teal Challenger MT765B. The accident occurred at around 04 AM. The impact caused damage to the front bumper, rear bumper of my car. I am filing a claim with my insurance company to replace my car.. My driver immediately contacted emergency services and received medical attention at the scene."," A 2018 New Holland T5040 was hit by a teal Challenger MT765B. The accident happened at approximately 04 AM. The car was parked roadside at Janet Locks, Elizabethbury when it was struck.",-2.9985228,343,46
"On 05 November, 2023 at 11 AM, my vehicle, a 2001 Hitachi ZX470LC-6, was involved in an accident in Bass Trafficway, West Adamville. The other car was a purple Caterpillar 930M. My vehicle sustained damage to the hood and trunk, rear bumper. I am filing a claim with my insurance company to replace my car."," A 2001 Hitachi ZX470LC-6 was involved in an accident with a purple Caterpillar 930M. The accident happened on Bass Trafficway, West Adamville. Damage to the hood, trunk, and rear bumper.",-6.0973115,289,17
"I was driving my 2000 Zettelmeyer ZL402 down Allison Walks, East Joshuamouth when I was rammed by a maroon Hardi 2500 i Alu. The accident happened at approximately 07 PM.My 2000 Zettelmeyer ZL402 was parked roadside at Allison Walks, East Joshuamouth when it was struck by a maroon Hardi 2500 i Alu. The accident occurred at around 07 PM. My vehicle sustained damage to the axles, rear bumper. "," A 2000 Zettelmeyer ZL402 was hit by a maroon Hardi 2500 i Alu. The accident happened at approximately 07 PM. The car was parked roadside at Allison Walks, East Joshuamouth.",-2.814717,321,52
"On 05 November, 2023 at 08 AM, my vehicle, a 2000 John Deere 3320, was involved in an accident in Little Flats, North Omar. The other car was a navy Dynapac CS142. The impact caused damage to the suspension, engine of my car. I am filing a claim with my insurance company to replace my car.. My driver suffered severe injuries and is receiving ongoing medical treatment."," A 2000 John Deere 3320 was involved in an accident with a navy Dynapac CS142. The accident happened in Little Flats, North Omar. The impact caused damage to the suspension and engine of the 2000 John Deere 3320. The driver of the 2000 John Deere 3320 suffered severe injuries.",-4.4820027,299,17
"On 14 June, 2023 at 03 AM, my vehicle, a 2017 New Holland WORKMASTER™ 60 2WD, was involved in an accident in Gary Alley, Lake Matthewshire. The other car was a lime Bobcat S130. I'm clueless when it comes to cars. Can this kind of damage to the front bumper be reasonably fixed, or am I looking at the car being scrapped? I am also providing witness statements and photographs of the damaged vehicle.. I am also providing witness statements and photographs of the damaged vehicle."," A 2017 New Holland WORKMASTER™ 60 2WD was involved in an accident with a lime Bobcat S130. The accident happened in Gary Alley, Lake Matthewshire. The front bumper of the car was damaged.",-4.4932237,322,89
"On 10 August, 2023 at 02 AM, my vehicle, a 2014 Caterpillar AP555F, was involved in an accident in Michael River, Meganberg. The other car was a olive Ingersoll Rand SD116F. The impact caused damage to the hood and trunk of my car. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation."," A 2014 Caterpillar AP555F was involved in an accident with a olive Ingersoll Rand SD116F. The accident happened in Michael River, Meganberg. Damage to the hood and trunk.",-3.458723,296,90
"On 16 July, 2023 at 07 AM, my vehicle, a 2007 John Deere 9510R, was involved in an accident in Oneill Ways, Rileyville. The other car was a teal Caterpillar 267B. My vehicle sustained damage to the hood and trunk, side mirrors. "," A 2007 John Deere 9510R was involved in an accident with a teal Caterpillar 267B. The car was damaged on the hood, trunk, and side mirrors. The accident happened in Oneill Ways, Rileyville.",-3.322306,275,69
"On 22 August, 2023 at 03 PM, my vehicle, a 2019 Doosan DX55, was involved in an accident in Johns Neck, East Joseph. The other car was a aqua New Holland LS125. My vehicle sustained damage to the windshield and windows, wheels and tires. "," A 2019 Doosan DX55 was involved in an accident with a 20-- New Holland LS125. The location of the accident was Johns Neck, East Joseph. Damage to the 2019 Doosan DX55 includes the windshield, windows, wheels, and tires.",-4.8864193,271,16
"I was driving my 2010 Caterpillar 442D down Williams Roads, Allentown when I was rammed by a green Dressta TD40E. The accident happened at approximately 04 AM.My 2010 Caterpillar 442D was parked roadside at Williams Roads, Allentown when it was struck by a green Dressta TD40E. The accident occurred at around 04 AM. My vehicle sustained damage to the hood and trunk, side mirrors. I am also providing witness statements and photographs of the damaged vehicle.. I am also providing witness statements and photographs of the damaged vehicle."," A 2010 Caterpillar 442D was hit by a green Dressta TD40E. The accident happened at approximately 04 AM. The accident occurred at Williams Roads, Allentown.",-1.9818983,337,45
"I was driving my 2009 Zettelmeyer ZL402F down Colleen Path, South Jacob when I was rammed by a black Case IH MAGNUM 180 WHEEELED PS OR CVT. The accident happened at approximately 08 AM.My 2009 Zettelmeyer ZL402F was parked roadside at Colleen Path, South Jacob when it was struck by a black Case IH MAGNUM 180 WHEEELED PS OR CVT. The accident occurred at around 08 AM. I'm clueless when it comes to cars. Can this kind of damage to the hood and trunk, exhaust system be reasonably fixed, or am I looking at the car being scrapped? "," A 2009 Zettelmeyer ZL402F was hit by a black Case IH MAGNUM 180 WHEEELED PS OR CVT. The accident happened at approximately 08 AM. The car was parked roadside at Colleen Path, South Jacob when it was struck.",-2.5983338,361,58
"On 07 May, 2023 at 02 PM, my vehicle, a 2012 Caterpillar IT14G2, was involved in an accident in Hunt Stream, East Savannah. The other car was a white New Holland TB100. I'm clueless when it comes to cars. Can this kind of damage to the exhaust system, front grille be reasonably fixed, or am I looking at the car being scrapped? "," A 2012 Caterpillar IT14G2 was involved in an accident in Hunt Stream, East Savannah. The accident involved a white New Holland TB100. The damage includes the exhaust system and front grille.",-4.3723755,295,89
"I was driving my 2001 New Holland TR85 down Nicholas Plains, West Henryhaven when I was rammed by a white Valtra Classic N101. The accident happened at approximately 10 PM.My 2001 New Holland TR85 was parked roadside at Nicholas Plains, West Henryhaven when it was struck by a white Valtra Classic N101. The accident occurred at around 10 PM. The impact caused damage to the fenders of my car. "," A 2001 New Holland TR85 was hit by a white Valtra Classic N101. The accident happened at approximately 10 PM. The car was parked roadside at Nicholas Plains, West Henryhaven. Damage to the fenders of the car.",-2.482078,303,43
"I was driving my 2006 Volvo 616 down Garcia Drives, Gibsonside when I was rammed by a black Yanmar Vio75-A. The accident happened at approximately 12 PM.My 2006 Volvo 616 was parked roadside at Garcia Drives, Gibsonside when it was struck by a black Yanmar Vio75-A. The accident occurred at around 12 PM. This has caused extensive damage to engine. My driver suffered severe injuries and is receiving ongoing medical treatment.. My driver immediately contacted emergency services and received medical attention at the scene."," A 2006 Volvo 616 was hit by a black Yanmar Vio75-A. The accident happened at approximately 12 PM. The car was parked roadside at Garcia Drives, Gibsonside. The accident has caused extensive damage to the engine. The driver suffered severe injuries.",-2.8090396,325,42
"On 27 August, 2023 at 04 PM, my vehicle, a 2009 New Holland TN85FA, was involved in an accident in Daniels Key, New Joshua. The other car was a navy Martens Mfg Martens 16 Bar. This has caused extensive damage to windshield and windows, doors. "," A 2009 New Holland TN85FA was involved in an accident with a navy Martens Mfg Martens 16 Bar. The accident happened in Daniels Key, New Joshua, on August 27, 2023, at 4:00 PM. The accident caused extensive damage to the windshield, windows, and doors.",-3.570278,274,68
"I was driving my 2003 Komatsu WA320-3 Active+ down Jones Greens, Rodgersfurt when I was rammed by a black Volvo L150G. The accident happened at approximately 11 PM.My 2003 Komatsu WA320-3 Active+ was parked roadside at Jones Greens, Rodgersfurt when it was struck by a black Volvo L150G. The accident occurred at around 11 PM. I'm clueless when it comes to cars. Can this kind of damage to the headlights and taillights be reasonably fixed, or am I looking at the car being scrapped? "," A 2003 Komatsu WA320-3 Active+ was hit by a black Volvo L150G. The accident happened at 11 PM. The car was parked at Jones Greens, Rodgersfurt. Damage to the headlights and taillights.",-2.1725106,337,46
"I was driving my 2018 Case IH Puma 140 down Justin Mews, Lake Mckenzie when I was rammed by a olive Hitachi ZX450-3. The accident happened at approximately 07 AM.My 2018 Case IH Puma 140 was parked roadside at Justin Mews, Lake Mckenzie when it was struck by a olive Hitachi ZX450-3. The accident occurred at around 07 AM. The impact caused damage to the suspension, doors of my car. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.", A 2018 Case IH Puma 140 was hit by a olive Hitachi ZX450-3. The car was parked by the roadside. Damage to the suspension and doors.,-2.420207,336,48
"On 14 June, 2023 at 10 PM, my vehicle, a 2011 Volvo G946B, was involved in an accident in Jones Villages, Paigeberg. The other car was a yellow Agco Sunflower 4411-7, 24"" Spacing. My vehicle sustained damage to the axles, side mirrors. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.. My driver suffered severe injuries and is receiving ongoing medical treatment."," A 2011 Volvo G946B was involved in an accident with a yellow Agco Sunflower 4411-7. The accident happened in Jones Villages, Paigeberg. The car got damaged on the axles and side mirrors.",-2.1433437,312,37
"I was driving my 2014 Hitachi ZX470R-3 down Gutierrez Rest, Millerborough when I was rammed by a navy Caterpillar 730 EJ. The accident happened at approximately 09 PM.My 2014 Hitachi ZX470R-3 was parked roadside at Gutierrez Rest, Millerborough when it was struck by a navy Caterpillar 730 EJ. The accident occurred at around 09 PM. I'm clueless when it comes to cars. Can this kind of damage to the frame/chassis be reasonably fixed, or am I looking at the car being scrapped? I am also providing witness statements and photographs of the damaged vehicle.", A 2014 Hitachi ZX470R-3 was hit by a navy Caterpillar 730 EJ. The car was parked roadside when it was hit. The accident happened at around 9 PM.,-2.1979928,350,47
"On 10 February, 2023 at 09 AM, my vehicle, a 2003 Airman AX10U-4, was involved in an accident in Simmons Creek, Lake Kathryn. The other car was a black McCormick C85 Max. My vehicle sustained damage to the frame/chassis, engine. "," A 2003 Airman AX10U-4 was involved in an accident with a black McCormick C85 Max. The car was damaged in the frame/chassis and engine. The accident occurred in Simmons Creek, Lake Kathryn.",-4.9787354,274,14
"I was driving my 2008 Krause 2490N down Cheryl Junction, Marvinberg when I was rammed by a olive Terex SKL824. The accident happened at approximately 06 AM.My 2008 Krause 2490N was parked roadside at Cheryl Junction, Marvinberg when it was struck by a olive Terex SKL824. The accident occurred at around 06 AM. I'm clueless when it comes to cars. Can this kind of damage to the windshield and windows, side mirrors be reasonably fixed, or am I looking at the car being scrapped? I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation."," A 2008 Krause 2490N was hit by a olive Terex SKL824. The car was parked by the roadside. Damage on the windshield, windows, and side mirrors.",-2.3625417,355,44
"I was driving my 2003 John Deere 450H LPG down Valdez Plaza, Karaberg when I was rammed by a navy Landini Landpower 135 TDI. The accident happened at approximately 04 PM.My 2003 John Deere 450H LPG was parked roadside at Valdez Plaza, Karaberg when it was struck by a navy Landini Landpower 135 TDI. The accident occurred at around 04 PM. I'm clueless when it comes to cars. Can this kind of damage to the headlights and taillights be reasonably fixed, or am I looking at the car being scrapped? "," A 2003 John Deere 450H LPG was hit by a navy Landini Landpower 135 TDI. The accident happened at approximately 04 PM. The car was parked roadside at Valdez Plaza, Karaberg when it was struck.",-2.3672366,349,52
"On 23 November, 2023 at 05 PM, my vehicle, a 2010 Kobelco SK500LC-9 ME, was involved in an accident in Rodriguez Cape, Tonyfurt. The other car was a purple John Deere 9760 STS. This has caused extensive damage to wheels and tires. "," A 2010 Kobelco SK500LC-9 ME was involved in an accident with a purple John Deere 9760 STS. The accident happened in Rodriguez Cape, Tonyfurt. The car has damage to the wheels and tires.",-3.2461405,273,67
"On 28 June, 2023 at 10 PM, my vehicle, a 2007 Komatsu SK04J-2, was involved in an accident in Cooper Row, Stephanieshire. The other car was a black Kuhn Optimer 5002. The impact caused damage to the suspension of my car. "," A 2007 Komatsu SK04J-2 was involved in an accident. The accident happened in Cooper Row, Stephanieshire. The accident happened on June 28, 2023, at 10 PM. The car was damaged in the suspension. The other car was a black Kuhn Optimer 5002.",-3.4514887,269,63
"On 05 July, 2023 at 09 PM, my vehicle, a 2011 Case IH Farmall 60A, was involved in an accident in Meadows Stream, Jasmineshire. The other car was a olive Ezee-On 6000 44ft. My vehicle sustained damage to the suspension, frame/chassis. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.. My driver suffered severe injuries and is receiving ongoing medical treatment.", A 2011 Case IH Farmall 60A was involved in an accident with a olive Ezee-On 6000 44ft. The car sustained damage to the suspension and frame/chassis. The driver suffered severe injuries.,-3.761086,315,109
"On 06 September, 2023 at 05 AM, my vehicle, a 2015 Krause 7300-24NR, was involved in an accident in Davis Trail, Crawfordberg. The other car was a teal Caterpillar BG260C. I'm clueless when it comes to cars. Can this kind of damage to the doors, front grille be reasonably fixed, or am I looking at the car being scrapped? My driver immediately contacted emergency services and received medical attention at the scene.. I am also providing witness statements and photographs of the damaged vehicle."," A 2015 Krause 7300-24NR was involved in an accident with a teal Caterpillar BG260C. The accident happened in Davis Trail, Crawfordberg. The car has damage on the doors and front grille.",-5.552889,326,120
"On 04 March, 2023 at 07 AM, my vehicle, a 2008 Case 821CXR, was involved in an accident in Robinson Square, New Michaelland. The other car was a green Iseki TH4260 HST. The impact caused damage to the fenders of my car. "," A 2008 Case 821CXR was involved in an accident with a green Iseki TH4260 HST in Robinson Square, New Michaelland. Damage to the fenders of the 2008 Case 821CXR.",-9.227861,274,13
"I was driving my 2014 Thomas 25 down Jean Courts, Lake Benjamintown when I was rammed by a lime Caterpillar 320C LU. The accident happened at approximately 08 PM.My 2014 Thomas 25 was parked roadside at Jean Courts, Lake Benjamintown when it was struck by a lime Caterpillar 320C LU. The accident occurred at around 08 PM. This has caused extensive damage to headlights and taillights, hood and trunk. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation.. I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation."," A 2014 Thomas 25 was hit by a lime Caterpillar 320C LU. The accident happened at around 08 PM. The accident happened on Jean Courts, Lake Benjamintown.",-1.886156,355,43
"I was driving my 2018 Volvo 4600B down Carlos Shoal, Donaldsonton when I was rammed by a navy New Holland T4.100F. The accident happened at approximately 11 PM.My 2018 Volvo 4600B was parked roadside at Carlos Shoal, Donaldsonton when it was struck by a navy New Holland T4.100F. The accident occurred at around 11 PM. My vehicle sustained damage to the suspension. ", A 2018 Volvo 4600B was hit by a navy New Holland T4.100F. The accident happened at approximately 11 PM. The car was parked roadside when it was struck.,-2.7152638,301,44
"I was driving my 2014 Kato HD1023IILC down Christopher Plains, East Garrett when I was rammed by a aqua Fendt 933. The accident happened at approximately 10 PM.My 2014 Kato HD1023IILC was parked roadside at Christopher Plains, East Garrett when it was struck by a aqua Fendt 933. The accident occurred at around 10 PM. My vehicle sustained damage to the hood and trunk, suspension. My driver suffered severe injuries and is receiving ongoing medical treatment.. My driver suffered severe injuries and is receiving ongoing medical treatment."," A 2014 Kato HD1023IILC was hit by a aqua Fendt 933. The accident happened at night, around 10 PM. The car was parked by the roadside. Damage to the hood, trunk, and suspension. The driver got hurt.",-2.4207177,333,45
"On 01 January, 2023 at 09 AM, my vehicle, a 2003 Liebherr R974C, was involved in an accident in John Village, Daviston. The other car was a silver Goldoni Maxter 60 RS. This has caused extensive damage to front grille. "," A 2003 Liebherr R974C was involved in an accident with a silver Goldoni Maxter 60 RS. The accident happened in John Village, Daviston. The front grille was damaged.",-3.3196893,270,64
"I was driving my 2011 Goldoni Cluster 75 RS down Timothy Extensions, Masonmouth when I was rammed by a navy AMCO F-42 3224. The accident happened at approximately 06 PM.My 2011 Goldoni Cluster 75 RS was parked roadside at Timothy Extensions, Masonmouth when it was struck by a navy AMCO F-42 3224. The accident occurred at around 06 PM. I'm clueless when it comes to cars. Can this kind of damage to the headlights and taillights, front bumper be reasonably fixed, or am I looking at the car being scrapped? I immediately called your agent and submitted the claim form providing the accident details, police report, and medical documentation."," A 2011 Goldoni Cluster 75 RS was hit by a navy AMCO F-42 3224. The car was parked by the roadside. Damage on the headlights, taillights, and front bumper.",-2.3152661,362,46
"On 19 November, 2023 at 10 AM, my vehicle, a 2001 Caterpillar CB-534D XW, was involved in an accident in Michael Cove, Lake Wendy. The other car was a purple New Holland Workmaster 40. I'm clueless when it comes to cars. Can this kind of damage to the side mirrors, frame/chassis be reasonably fixed, or am I looking at the car being scrapped? "," Please provide more information or clarify the question. The damage to the side mirrors and frame/chassis can likely be repaired, but it depends on the extent of the damage. It's also possible that the car may be considered a total loss, or scrapped, depending on the cost of repairs and the car's age and condition. It's best to consult with a professional mechanic or appraiser to determine the best course of action. Additionally, it's important to file a police report and document the incident with photos and videos to support any insurance claims.",-4.9965715,303,97
"On 28 September, 2023 at 08 PM, my vehicle, a 2001 Case IH FLEX HOE 700, was involved in an accident in Jacobson Brooks, Caitlynport. The other car was a navy Case IH MAXXUM 125 MULTICONTROLLER. The impact caused damage to the front bumper of my car. "," A 2001 Case IH FLEX HOE 700 was involved in an accident with a navy Case IH MAXXUM 125 MULTICONTROLLER. The accident happened in Jacobson Brooks, Caitlynport. Damage to the front bumper of the 2001 Case IH FLEX HOE 700.",-6.969223,286,8
"On 12 March, 2023 at 06 AM, my vehicle, a 2007 Volvo EC240CL, was involved in an accident in Cole Grove, South Jeffreyside. The other car was a yellow Liebherr R9400. The impact caused damage to the front grille, headlights and taillights of my car. "," A 2007 Volvo EC240CL was involved in an accident with a Liebherr R9400. The accident happened in Cole Grove, South Jeffreyside. Damage to the front grille, headlights, and taillights.",-7.413676,277,19
"On 23 January, 2023 at 09 PM, my vehicle, a 2012 Kubota KX080-3, was involved in an accident in Holloway Loop, West Kevinhaven. The other car was a teal Komatsu PC8000-6. This has caused extensive damage to doors. My driver immediately contacted emergency services and received medical attention at the scene."," A 2012 Kubota KX080-3 was involved in an accident with a teal Komatsu PC8000-6. The accident happened in Holloway Loop, West Kevinhaven. The doors were damaged.",-5.8093596,285,14
"I was driving my 2019 Kubota B7800 down Olsen Plains, Joshuatown when I was rammed by a blue Kuhn HR 5003 DR. The accident happened at approximately 08 AM.My 2019 Kubota B7800 was parked roadside at Olsen Plains, Joshuatown when it was struck by a blue Kuhn HR 5003 DR. The accident occurred at around 08 AM. This has caused extensive damage to wheels and tires. My driver suffered severe injuries and is receiving ongoing medical treatment.. My driver suffered severe injuries and is receiving ongoing medical treatment."," A 2019 Kubota B7800 was hit by a blue Kuhn HR 5003 DR. The accident happened at approximately 08 AM. The car was parked roadside at Olsen Plains, Joshuatown when it was struck. This has caused extensive damage to wheels and tires.",-2.139142,336,48
"I was driving my 2018 John Deere 772BH down Lawrence Court, New Katie when I was rammed by a purple Caterpillar 365C L. The accident happened at approximately 10 AM.My 2018 John Deere 772BH was parked roadside at Lawrence Court, New Katie when it was struck by a purple Caterpillar 365C L. The accident occurred at around 10 AM. This has caused extensive damage to front grille, suspension. "," A 2018 John Deere 772BH was hit by a purple Caterpillar 365C L. The accident happened at approximately 10 AM. The car was parked roadside at Lawrence Court, New Katie when it was struck.",-2.1054695,307,45
"I was driving my 2004 IMT IMT 5130 down James Dale, Mendozabury when I was rammed by a white Krause 5814WR. The accident happened at approximately 07 PM.My 2004 IMT IMT 5130 was parked roadside at James Dale, Mendozabury when it was struck by a white Krause 5814WR. The accident occurred at around 07 PM. I'm clueless when it comes to cars. Can this kind of damage to the front grille, engine be reasonably fixed, or am I looking at the car being scrapped? My driver immediately contacted emergency services and received medical attention at the scene.", A 2004 IMT IMT 5130 was hit by a white Krause 5814WR. The car was parked by the roadside. The accident happened at 07 PM.,-2.4259098,350,46
"I was driving my 2008 John Deere 770CH down Stacy Walks, East Joseph when I was rammed by a white Volvo EC380D. The accident happened at approximately 12 AM.My 2008 John Deere 770CH was parked roadside at Stacy Walks, East Joseph when it was struck by a white Volvo EC380D. The accident occurred at around 12 AM. This has caused extensive damage to suspension. ", A 2008 John Deere 770CH was hit by a white Volvo EC380D. The accident happened at approximately 12 AM. The car was parked roadside when it was struck. Damage to the suspension.,-2.1991525,303,45
